idbuildings,building_name,year_opened,composition,additional_comp,filter_on,architectural_element,AE_type,element_type,comp_quant,year_added,idlocation,location,lat,longitude,idcitation,cit_short,pg
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,architrave,simple,"architrave: simple",3,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
34,"Touro Synagogue",1763,s34a,c34a,ceiling,ceiling,coved,"ceiling: coved",1,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 18"
34,"Touro Synagogue",1763,s34a,c34b,ceiling,ceiling,flat,"ceiling: flat",1,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993",NULL
0,"Bevis Marks Synagogue",1701,s0a,c0a,ceiling,ceiling,flat,"ceiling: flat",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,c0b,ceiling,ceiling,flat,"ceiling: flat",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
2,"Creechurch Lane Synagogue [1675]",1675,s2a,c2a,ceiling,ceiling,coved,"ceiling: coved",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1876,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43b,ceiling,ceiling,beam,"ceiling: beam",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43b,ceiling,ceiling,beam,"ceiling: beam",2,1866,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43b,ceiling,ceiling,beam,"ceiling: beam",3,1876,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133a,ceiling,ceiling,coved,"ceiling: coved",1,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133b,ceiling,ceiling,coved,"ceiling: coved",1,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,c31a,ceiling,ceiling,coved,"ceiling: coved",1,1790,8,"London, England",51.514313,-0.077881,NULL,NULL,NULL
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,c31a,ceiling,ceiling,beam,"ceiling: beam",1,1790,8,"London, England",51.514313,-0.077881,NULL,NULL,NULL
137,"Neveh Shalom",1612,s137a,c137a,ceiling,ceiling,beam,"ceiling: beam",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",204
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,c6a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,c6b,ceiling,ceiling,vaulted,"ceiling: vaulted",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,s7a,c7a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",25
7,"Grote Sjoel (Great Synagogue)",1671,s7a,c7b,ceiling,ceiling,beam,"ceiling: beam",2,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
9,"Obbene Shul Synagogue",1686,s9a,c9a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
36,"Tzedek ve-Shalom Synagogue",1735,s36a,c36a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1813,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
39,"Neveh Shalom Synagogue",1704,s39a,c39a,ceiling,ceiling,coved,"ceiling: coved",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,c4a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,c4b,ceiling,ceiling,beam,"ceiling: beam",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,s11a,c11a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,s11a,c11b,ceiling,ceiling,flat,"ceiling: flat",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",25
14,"Beth Elohim Synagogue",1794,s14a,c14a,ceiling,ceiling,vaulted,"ceiling: vaulted",1,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
14,"Beth Elohim Synagogue",1794,s14a,c14b,ceiling,ceiling,flat,"ceiling: flat",2,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
14,"Beth Elohim Synagogue",1794,s14a,c14b,ceiling,ceiling,flat,"ceiling: flat",3,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,vault,"barrel vault","vault: barrel vault",3,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,vault,"barrel vault","vault: barrel vault",3,1876,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,c6a,ceiling,vault,"barrel vault","vault: barrel vault",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,c6b,ceiling,vault,"groin vault","vault: groin vault",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,s7a,c7a,ceiling,vault,"barrel vault","vault: barrel vault",3,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",25
9,"Obbene Shul Synagogue",1686,s9a,c9a,ceiling,vault,"barrel vault","vault: barrel vault",1,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
36,"Tzedek ve-Shalom Synagogue",1735,s36a,c36a,ceiling,vault,"barrel vault","vault: barrel vault",3,1813,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
4,"Esnoga, Talmud Torah II",1675,s4a,c4a,ceiling,vault,"barrel vault","vault: barrel vault",3,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,s11a,c11a,ceiling,vault,"barrel vault","vault: barrel vault",3,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,s14a,c14a,ceiling,vault,"barrel vault","vault: barrel vault",1,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,frieze,,frieze,3,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
2,"Creechurch Lane Synagogue [1675]",1675,s2a,section_elem,section,paneling,,paneling,2,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
14,"Beth Elohim Synagogue",1794,s14a,section_elem,section,paneling,wainscot,"paneling: wainscot",3,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
34,"Touro Synagogue",1763,s34a,c34a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",5,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 18"
0,"Bevis Marks Synagogue",1701,s0a,c0a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",11,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",10,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,c43a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",10,1876,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",5,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,c133b,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",5,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,c31a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",7,1790,8,"London, England",51.514313,-0.077881,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,c4a,ceiling,"sculpted ornament",rosette,"sculpted ornament: rosette",26,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,"sculpted ornament",,"sculpted ornament",12,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
34,"Touro Synagogue",1763,s34a,if34a,interior_framing,base,attic,"base: attic",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 2"
34,"Touro Synagogue",1763,s34a,if34b,interior_framing,base,attic,"base: attic",12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 3"
43,"Mikve Israel Synagogue (IV)",1732,s43a,if34b,interior_framing,base,attic,"base: attic",4,1866,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
0,"Bevis Marks Synagogue",1701,s0a,if0a,interior_framing,base,attic,"base: attic",10,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
2,"Creechurch Lane Synagogue [1675]",1675,s2a,if2a,interior_framing,base,attic,"base: attic",8,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133a,interior_framing,base,attic,"base: attic",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,if133b,interior_framing,base,attic,"base: attic",8,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,base,attic,"base: attic",8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6a,interior_framing,base,attic,"base: attic",10,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
9,"Obbene Shul Synagogue",1686,s9a,if9a,interior_framing,base,attic,"base: attic",5,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
36,"Tzedek ve-Shalom Synagogue",1735,s36a,if36a,interior_framing,base,attic,"base: attic",12,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
4,"Esnoga, Talmud Torah II",1675,s4a,if4a,interior_framing,base,attic,"base: attic",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,s4a,if4b,interior_framing,base,attic,"base: attic",12,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,s11a,if11a,interior_framing,base,,base,4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,s14a,if14a,interior_framing,base,attic,"base: attic",12,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",171
34,"Touro Synagogue",1763,s34a,c34a,ceiling,moulding,guilloche,"moulding: guilloche",4,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 18"
2,"Creechurch Lane Synagogue [1675]",1675,s2a,section_elem,section,balustrade,,balustrade,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",61
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,section_elem,section,balustrade,,balustrade,2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,87,"Agt, 1974",8
9,"Obbene Shul Synagogue",1686,s9a,section_elem,section,balustrade,,balustrade,2,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,s39a,section_elem,section,balustrade,,balustrade,3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,roof,hipped,"roof: hipped",1,1701,8,"London, England",51.514473,-0.078938,55,"Kadish, 2002",9
34,"Touro Synagogue",1763,s34a,section_elem,section,roof,hipped,"roof: hipped",1,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993",NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,section_elem,section,roof,hipped,"roof: hipped",1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",220
43,"Mikve Israel Synagogue (IV)",1732,s43a,section_elem,section,roof,gable,"roof: gable",3,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,section_elem,section,roof,hipped,"roof: hipped",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",67
137,"Neveh Shalom",1612,s137a,section_elem,section,roof,"stepped gable","roof: stepped gable",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",202
9,"Obbene Shul Synagogue",1686,s9a,section_elem,section,roof,gable,"roof: gable",1,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,87,"Agt, 1974",25
7,"Grote Sjoel (Great Synagogue)",1671,s7a,section_elem,section,roof,hipped,"roof: hipped",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",25
146,"High German synagogue",1648,s146a,section_elem,section,roof,hipped,"roof: hipped",1,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
17,"Berakha ve Shalom Synagogue",1685,s17a,section_elem,section,roof,gable,"roof: gable",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,4,"Gallery, 2016",67
36,"Tzedek ve-Shalom Synagogue",1735,s36a,section_elem,section,roof,hipped,"roof: hipped",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,8,"Stiefel, 2014",250
4,"Esnoga, Talmud Torah II",1675,s4a,section_elem,section,roof,hipped,"roof: hipped",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,8,"Stiefel, 2014",228
11,"Nieuwe Synagoge",1752,s11a,section_elem,section,roof,hipped,"roof: hipped",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,s14a,section_elem,section,roof,gable,"roof: gable",1,1794,23,"Charleston, South Carolina",32.782300,-79.932732,94,"Ackermann, 2007",NULL
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,trellis,"standing height","trellis: standing height",8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,trellis,"seated height","trellis: seated height",3,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,s43a,section_elem,section,trellis,"standing height","trellis: standing height",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",30
133,"Great Synagogue (Duke's Place, enlargement)",1766,s133a,section_elem,section,trellis,"standing height","trellis: standing height",2,1766,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",66
4,"Esnoga, Talmud Torah II",1675,s4a,section_elem,section,trellis,"standing height","trellis: standing height",2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,section_elem,section,trellis,"full height","trellis: full height",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,87,"Agt, 1974",8
7,"Grote Sjoel (Great Synagogue)",1671,s7a,section_elem,section,trellis,"standing height","trellis: standing height",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,87,"Agt, 1974",27
146,"High German synagogue",1648,s146a,section_elem,section,trellis,"full height","trellis: full height",1,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
146,"High German synagogue",1648,s146a,section_elem,section,trellis,"standing height","trellis: standing height",4,1648,1,"Amsterdam, Netherlands",52.367887,4.901825,87,"Agt, 1974",20
11,"Nieuwe Synagoge",1752,s11a,section_elem,section,trellis,"standing height","trellis: standing height",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
34,"Touro Synagogue",1763,s34a,section_elem,section,trellis,"seated height","trellis: seated height",3,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993",NULL
34,"Touro Synagogue",1763,s34a,if34b,interior_framing,pedestal,,pedestal,12,1763,25,"Newport, Rhode Island",41.489444,-71.311944,53,"HABS, 1993","Sheet 3"
43,"Mikve Israel Synagogue (IV)",1732,s43a,if34b,interior_framing,pedestal,,pedestal,4,1866,6,"Willemstad, Curacao",12.105110,-68.932573,21,"Maduro, 1982",28
31,"Great Synagogue (third, near Duke's Place)",1790,s31a,if31a,interior_framing,pedestal,,pedestal,8,1790,8,"London, England",51.514313,-0.077881,76,"Epstein, 1996",73
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6b,interior_framing,pedestal,,pedestal,20,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
36,"Tzedek ve-Shalom Synagogue",1735,s36a,if36a,interior_framing,pedestal,,pedestal,12,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
0,"Bevis Marks Synagogue",1701,s0a,section_elem,section,pedestal,,pedestal,12,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,s6a,if6b,interior_framing,corbel,swan-necked,"corbel: swan-necked",20,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
