donor,donor_type,donor_id_loc,donor_loc_name,donor_lat,donor_lon,recipient_id,recipient_name,recipient_type,recipient_congregation,recipient_id_loc,recipient_loc_name,recipient_lat,recipient_lon,contr_type,RE_type,contr_year,contr_amt,curr_type,contr_honors,citation,pg
"Isaac Israel Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Selomoh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac Lopes Pereira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Benjamin Vega",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Samuel de Caseres",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Benjamin (Wolf bar Moseh) Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,35,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Nunes Miranda",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Aron Franco Pacheco",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Fernandes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Lopes de Brito",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Isaac Israel de Sequeira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Gonsales",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Moseh Henriques da Mesquita",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac Henriques Feriera",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham de Moseh Franco",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Joseph Mendes da Costa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Teixeira de Matos",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Moseh Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac Lopes Pereira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Menasseh Mendes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Joseph Israel Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Vaes Martines",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,20,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Aharon Israel Pereira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,21.1,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Moseh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,18,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Mendes de Brito",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,15,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Pinhas Gomes Serra",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,15,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Escudeiro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,15,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Isaac Telles da Costa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,15,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Haim Mendes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,15,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac da Costa Alvarenga",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,12,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Joseph Mendes de Castro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,12,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Jacob Haim Gabay",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,12,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Isaac Fernandes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac Semah de Valencia",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Joshua Gomes Serra",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Mendes Machado",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Abraham Bernal",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Daniel Martines",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Ishac Rodrigues Mogadoiro",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,10,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
